Image_Path,Label,Hu_0,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6
28-05-2024/ASC-H\9739.png,ASC-H,0.0006973719592516098,2.229780919622389e-10,6.592602922795787e-13,1.1492295731921416e-13,2.2369288374567532e-26,-2.9897360806237273e-19,-2.2366350714270123e-26
28-05-2024/ASC-H\9740.png,ASC-H,0.000686478974445329,1.2729942551869476e-10,8.33257834038561e-14,4.3081923027997234e-14,1.96533229029603e-27,-7.027939786690898e-20,1.6734365017081663e-27
28-05-2024/ASC-H\9741.png,ASC-H,0.0006960305401391677,9.737635037977422e-11,6.297102602473815e-14,3.044768074405515e-14,-1.3328206671924165e-27,-2.9880317744801376e-19,3.2615058998873357e-29
28-05-2024/ASC-H\9742.png,ASC-H,0.0007789548393181708,7.47630705174518e-10,1.8668992909585952e-13,8.377799750109716e-13,-2.0856834612805932e-25,-1.8468001245210817e-17,2.5744146564552846e-25
28-05-2024/ASC-H\9743.png,ASC-H,0.0007643049956767068,3.2789090468053025e-12,5.630545829253679e-14,8.55769553295714e-14,-4.858618220603742e-27,-1.4350642743560687e-19,3.417797109591658e-27
28-05-2024/ASC-H\9744.png,ASC-H,0.0007903104221351954,1.2331481306705566e-09,1.3527243302393414e-12,4.924216216173739e-13,-3.5366838286394123e-25,-1.7042674757013364e-17,-1.9088365303035156e-25
28-05-2024/ASC-H\9745.png,ASC-H,0.0007417355189685466,3.8681610018543457e-10,5.717691688715501e-13,2.2339414108855457e-13,2.4540330054155803e-26,-4.787158192736565e-19,7.597449971900841e-26
28-05-2024/ASC-H\9746.png,ASC-H,0.0007089293422734054,1.0387407641400534e-10,2.1791681578659453e-13,3.141347297088376e-13,6.674018476377553e-26,-2.0678265234194553e-18,4.7968258686151155e-26
28-05-2024/ASC-H\9747.png,ASC-H,0.0007216843436568292,4.304493971040403e-11,1.7619490687267826e-13,4.4229143730278957e-13,9.625883773039733e-26,-2.4244769194195862e-18,7.732359513802002e-26
28-05-2024/ASC-H\9748.png,ASC-H,0.0007452028665918541,2.902237044312638e-10,1.9959384238832317e-14,6.566136790405657e-13,4.8907871733191184e-26,-1.0723363286125338e-17,5.708231307864043e-26
28-05-2024/ASC-H\9749.png,ASC-H,0.00070026128769496,3.163356374040354e-10,1.1270115068350903e-13,3.346455564418274e-14,1.4749002161982271e-27,-2.5338090084585142e-19,-1.4311801821420695e-27
28-05-2024/ASC-H\9750.png,ASC-H,0.0006900542600770275,1.3222949359814802e-11,5.98989980379233e-14,7.299715846346951e-15,1.3001549275512034e-28,2.0490486480282904e-20,7.996861383623716e-29
28-05-2024/ASC-H\9751.png,ASC-H,0.0007554031282663624,2.7407179350588184e-09,3.825550491204826e-12,1.707740691827776e-12,-2.497148347453485e-24,-7.828225613160369e-17,-3.580096376558038e-24
28-05-2024/ASC-H\9752.png,ASC-H,0.0007658738607959129,4.138109729996207e-10,1.5114364789565721e-12,1.0539657404834116e-12,-9.485826829839646e-25,-1.928481474897269e-17,-9.326132947530876e-25
28-05-2024/ASC-H\9753.png,ASC-H,0.0008115831530672863,1.7262446365178585e-10,5.418048178685379e-13,9.614239302019234e-13,-3.7345740219880715e-25,-1.1572598170805147e-17,5.848247457414186e-25
28-05-2024/ASC-H\9754.png,ASC-H,0.0007888637591720094,5.766790389140719e-09,4.638432585775511e-13,1.243364962583583e-14,7.718384581882503e-28,6.278937913063589e-19,5.439295610019613e-28
28-05-2024/ASC-H\9755.png,ASC-H,0.0009526712007973423,1.7850244388716488e-09,5.797293067504594e-14,9.99690854570535e-13,-1.5174117250066656e-26,-3.9667666896065064e-17,-2.4018519367549825e-25
28-05-2024/ASC-H\9756.png,ASC-H,0.0008574286775580314,5.9078691510274645e-09,3.326881197227476e-13,3.205295116392482e-13,-1.0446044091419085e-25,1.6755424576765972e-17,6.614168639535338e-27
28-05-2024/ASC-H\9757.png,ASC-H,0.0007426097716496037,3.080580815402368e-10,5.908143765850578e-14,3.2271537552362135e-13,-1.58723347088593e-26,-1.5206490914359244e-18,4.163835361412155e-26
28-05-2024/ASC-H\9758.png,ASC-H,0.0007836631485130896,4.5215464047228335e-10,3.1523753972572883e-13,1.841036969750519e-12,-1.2714298085312897e-24,-1.5260285216115143e-17,-5.920825978831356e-25
28-05-2024/ASC-H\9759.png,ASC-H,0.000706689248499335,6.15038570711857e-10,9.477839742450558e-13,1.2186227737080222e-13,-4.118111459705284e-26,-3.0137196557995543e-18,4.3960809946900685e-27
28-05-2024/ASC-H\9760.png,ASC-H,0.000801082017361854,2.1658685900001276e-09,1.091223774291841e-12,9.607240520967993e-13,6.623950854427061e-25,2.1813645459782303e-18,7.272302471278997e-25
28-05-2024/ASC-H\9761.png,ASC-H,0.0006937431914384701,1.229770289093658e-10,2.3516146459097695e-13,1.556186019572133e-13,-2.9310037418129725e-26,-1.6501552380838868e-18,5.211559553583555e-27
28-05-2024/ASC-H\9762.png,ASC-H,0.0006868060294171308,3.066086022444198e-12,7.898071265437815e-15,4.331453473567328e-15,-1.4683052634487717e-29,1.4530184020908755e-21,2.0645602829501514e-29
28-05-2024/ASC-H\9763.png,ASC-H,0.000681308269766294,3.5372963035888024e-12,8.487324829135304e-16,3.3733792827565744e-15,-5.706180591540428e-30,5.2724567059142665e-21,-1.4369472282685274e-31
28-05-2024/ASC-H\9764.png,ASC-H,0.000675357732342387,2.324583762377716e-12,5.46080318538801e-15,7.06863191884918e-15,1.356447517928366e-29,-1.0573925096056266e-20,4.1769557001346735e-29
28-05-2024/ASC-H\9765.png,ASC-H,0.0006864787198529153,3.8866496840363135e-15,3.4093941317002367e-14,1.2257750713589905e-15,1.8738103426793655e-30,-6.733673808120408e-23,-7.699454106910378e-30
28-05-2024/ASC-H\9766.png,ASC-H,0.0006882646727171359,1.9284888343454393e-11,6.442968005665333e-14,4.668443115203688e-15,-5.768177704113313e-29,-1.8169671692455006e-20,5.681775918069151e-29
28-05-2024/ASC-H\9767.png,ASC-H,0.00070269417104195,3.344720195401912e-10,2.628454150612412e-13,8.988633736986831e-14,-1.3565232441196858e-26,-1.617111827515822e-18,2.6217767493957604e-27
28-05-2024/ASC-H\9768.png,ASC-H,0.0006998660336270672,1.6613333527025825e-10,6.933772741636057e-14,6.840979112259657e-14,-9.234188173005045e-28,-7.782946697940066e-19,-4.620155506410979e-27
28-05-2024/ASC-H\9769.png,ASC-H,0.0006831506711128853,1.0961887968052842e-12,6.24928561436541e-15,1.2313999385878564e-14,1.0582629023331199e-28,1.2854006535418057e-20,-2.167113802064053e-29
28-05-2024/ASC-H\9770.png,ASC-H,0.0006986208355544457,3.9258512862511333e-10,6.560340161731398e-13,5.2358144997607565e-14,-2.8625824035402586e-27,9.587313869839244e-19,-9.271912832174111e-27
28-05-2024/ASC-H\9771.png,ASC-H,0.0006815565407433605,9.246389847381433e-12,6.731685139112181e-14,2.405057678967879e-15,1.8640222730682844e-29,5.4273069383332004e-21,2.4269856350233447e-29
28-05-2024/ASC-H\9772.png,ASC-H,0.0006928456825103734,1.1931584861467539e-11,5.0689774569194085e-14,7.301212252437628e-14,-8.926126904516368e-28,-8.782949198034994e-20,4.351120783198657e-27
28-05-2024/ASC-H\9773.png,ASC-H,0.000680584606686717,1.2899611356517097e-11,1.6621780703485987e-14,4.5093348087702744e-14,4.112285183126441e-28,-1.6043112040556783e-19,1.1640431601802176e-27
28-05-2024/ASC-H\9774.png,ASC-H,0.000696390404027346,2.638344643954175e-11,2.0317965326291333e-13,1.5325365885041368e-14,-8.413070631678779e-28,-7.706617143260078e-20,-1.533994255451719e-28
28-05-2024/ASC-H\9775.png,ASC-H,0.0006920706876661852,1.3138813074768763e-11,7.398490870237317e-15,2.4800414115215802e-14,2.9266206601615317e-29,8.83075149130293e-20,3.346614176014518e-28
28-05-2024/ASC-H\9776.png,ASC-H,0.0006994115878145908,1.2316517580026673e-11,1.0248200483155754e-14,2.716302163842478e-16,-1.5979102863214777e-31,9.437954165294273e-22,4.24096729896247e-31
28-05-2024/ASC-H\9777.png,ASC-H,0.0007045243149828545,5.025315953854223e-10,6.945260904469523e-13,2.764611287398269e-14,-3.793906465523545e-27,-6.193879673827345e-19,5.307564306625598e-28
28-05-2024/ASC-H\9778.png,ASC-H,0.0006926254429045958,2.3120633209747926e-12,1.2788924067759605e-14,1.3983334608165376e-14,1.095129456439826e-28,2.0754319220320277e-20,-1.5157357827515707e-28
28-05-2024/ASC-H\9779.png,ASC-H,0.000960473230591819,3.5328975589507114e-09,2.5577718562246847e-13,1.4884933304870133e-12,-8.07192912049074e-25,3.226845709430374e-17,-4.381476824315883e-25
28-05-2024/ASC-H\9780.png,ASC-H,0.0007677391161949969,2.483670044314869e-10,3.5770105972991984e-13,6.15530804519625e-13,-2.3047797740882746e-25,-6.1726794914257186e-18,-1.7406834910627478e-25
28-05-2024/ASC-H\9781.png,ASC-H,0.0006774238919442638,2.0039308161622997e-10,1.877254042277793e-13,4.708977049479744e-15,-5.279312715299541e-29,-4.7515841315003503e-20,-1.2967263920706067e-28
28-05-2024/ASC-H\9782.png,ASC-H,0.0006734285710558975,9.190219318175131e-13,1.3000180287328891e-15,4.8397739368929e-16,2.3371992137730747e-31,4.563582584009628e-22,3.0454928211427434e-31
28-05-2024/ASC-H\9783.png,ASC-H,0.0006747953260042449,4.4603397249853963e-13,3.004037332994501e-17,1.7931493570216427e-15,-4.037697641290806e-31,-9.978615227093236e-22,-1.0085981558142068e-31
28-05-2024/ASC-H\9784.png,ASC-H,0.0007005555110514304,2.92930651866925e-10,2.996869043696265e-13,7.7344473608967e-14,-4.888921551951063e-27,-9.391719472999858e-19,1.0712602940495678e-26
28-05-2024/ASC-H\9785.png,ASC-H,0.0007036674884433853,5.887969564559937e-10,3.625295392701346e-13,3.2909986866560567e-13,-9.634067715390414e-26,-7.718713064394657e-18,6.033554835833089e-26
28-05-2024/ASC-H\9786.png,ASC-H,0.0006842872161575814,3.2631312763479586e-12,2.6545311041120384e-16,5.267837084605888e-15,6.004624748196224e-30,9.124514789705156e-21,-1.6580789460799817e-30
28-05-2024/ASC-H\9953.png,ASC-H,0.0007381821635333329,5.2739740489246095e-11,2.409189025556154e-13,1.8107921852444084e-13,-3.1178435879124855e-26,-1.2476822936148854e-18,2.1409540070124936e-26
28-05-2024/ASC-H\9954.png,ASC-H,0.000735730874739232,3.764419130337833e-10,4.4274399091002857e-13,7.862302924809412e-14,1.4297389785982948e-26,1.0778773574754983e-18,-3.2809587028365666e-27
28-05-2024/ASC-H\9955.png,ASC-H,0.0007320476942958831,9.220877331372369e-11,1.5748053915571277e-13,3.597520064105466e-15,3.2342682126341084e-30,-1.5465536635283814e-20,-8.55673871433609e-29
28-05-2024/ASC-H\9982.png,ASC-H,0.0009540538703414014,6.880942541268404e-09,5.7588355994453395e-12,1.4863936693270556e-12,3.516721584280097e-24,7.89912039595784e-17,-2.5582445940669896e-24
28-05-2024/ASC-H\9983.png,ASC-H,0.0008186114575539153,1.2854836009503638e-09,2.8544497714296616e-12,4.00106009656823e-13,-8.169402662224984e-26,8.147483963494965e-18,-4.197096109440456e-25
28-05-2024/ASC-H\9984.png,ASC-H,0.0008478797978112699,7.752519439315599e-10,2.6592308690353673e-12,2.4171905516657415e-12,1.3765550797138663e-25,4.031925178128711e-17,-6.126814985664263e-24
28-05-2024/ASC-H\9985.png,ASC-H,0.0008222956205349538,9.416605002390914e-10,1.1477793240289417e-12,1.14982771017562e-12,1.184964406450234e-25,-2.011538983544682e-17,-1.3155998687401634e-24
28-05-2024/ASC-H\9986.png,ASC-H,0.0007683712977521716,1.1686370406785796e-10,4.832683429738561e-12,1.5151508532404035e-12,1.2350330960534442e-24,1.5320615922388696e-17,3.909506204396138e-24
28-05-2024/ASC-H\9987.png,ASC-H,0.0009123447166855334,1.0038823015056072e-09,1.3230121769159875e-12,4.461347975681352e-12,1.0361383787189847e-23,4.185507592442633e-17,3.1813894670763944e-24
28-05-2024/ASC-H\9988.png,ASC-H,0.0007875915830233052,6.436266194061861e-10,1.223948533338047e-13,1.1994631372556145e-13,-1.4089923697947924e-26,6.407869177924244e-20,3.562108900816611e-27
28-05-2024/ASC-H\9989.png,ASC-H,0.0008088450933883003,4.11356933607314e-09,1.041168938516808e-12,5.058250048629889e-13,2.7545375516465896e-25,-4.779126079927016e-18,2.426379068051977e-25
28-05-2024/ASC-H\9990.png,ASC-H,0.0007990376967992353,1.0837852651056166e-09,3.178222478156183e-12,4.1244379902010837e-13,-2.7148687716773027e-25,-4.8926618158099005e-18,-3.863695201106367e-25
28-05-2024/ASC-H\9991.png,ASC-H,0.0008848303089990223,3.114961874416337e-09,2.107286911746607e-12,2.485615403845438e-14,9.125835571297437e-28,1.3863655781328556e-18,-5.6150204260477016e-27
28-05-2024/ASC-H\9992.png,ASC-H,0.001022258487541265,1.1066560898010541e-09,6.1404071830180306e-12,7.533563299973904e-12,4.336200738991487e-23,2.4936821941561975e-16,-2.729751900128339e-23
28-05-2024/ASC-H\9993.png,ASC-H,0.0009953144912375922,2.5628336040634448e-09,2.6391768569522934e-12,8.312897885581401e-12,3.669667583446106e-23,5.4418930958229625e-18,-1.3017178791937818e-23
28-05-2024/ASC-H\9994.png,ASC-H,0.0009597953187060042,1.7095207416699696e-09,1.3119301527686165e-11,2.8533703469119742e-12,-1.7414299652934418e-23,-1.0639495838409427e-16,-1.2333860629098463e-24
28-05-2024/ASC-H\9995.png,ASC-H,0.0009280491639692117,4.040560049640776e-08,4.7124788146331494e-11,5.248448133934021e-12,7.927070264388161e-23,8.174689393649323e-16,2.3004663659328525e-23
28-05-2024/ASC-H\9996.png,ASC-H,0.001347241806151249,3.124578422963491e-08,4.7179927590603134e-11,1.396463357988249e-10,4.5320936267550886e-21,-1.8805857767097585e-14,-1.0389571551151882e-20
28-05-2024/ASC-H\9997.png,ASC-H,0.0013170448613574466,1.0332887707126282e-07,6.412708444278108e-11,7.32329513170681e-11,2.5027664158501416e-21,-3.5497890810470754e-15,4.3499736567205716e-21
28-05-2024/ASC-H\9998.png,ASC-H,0.0009385820184586078,4.584230526584326e-09,1.0595948976168946e-11,3.121620179730098e-13,-5.26746745851939e-25,1.2954273724152856e-17,-2.117841100303012e-25
28-05-2024/ASC-H\9999.png,ASC-H,0.0009653606462632636,1.9023129888589547e-08,2.8833428737364993e-11,3.3540350095542023e-13,8.833303896347642e-25,8.921106691597161e-18,5.546644858315908e-25
28-05-2024/ASC-US\10141.png,ASC-US,0.0013572240393962694,1.860329574165932e-09,9.015940184687479e-12,4.5485004732196336e-11,9.193836461696273e-22,1.95975137850668e-15,-5.62423256326032e-23
28-05-2024/ASC-US\10188.png,ASC-US,0.0012228685548736785,1.4328354865834732e-08,8.143354548302625e-11,2.65939433057755e-11,9.224427681685596e-22,-4.71426636577344e-16,8.250583075227083e-22
28-05-2024/ASC-US\10189.png,ASC-US,0.001580141471739054,4.100040935922446e-08,2.4789540131880473e-10,3.259719692328682e-11,1.4308285532075176e-21,6.12617058891728e-15,2.5571649393113727e-21
28-05-2024/ASC-US\10366.png,ASC-US,0.0008235165054102022,3.40625525736247e-10,4.156234897824767e-12,3.2973542242810443e-13,9.173657111653076e-26,7.906355923377982e-19,-3.7495072806240435e-25
28-05-2024/ASC-US\10367.png,ASC-US,0.0006887491358301669,1.2470760003250968e-11,2.2426904181863293e-14,2.0591374370610816e-15,3.0313701018943405e-30,-1.26092517976409e-21,-1.3660764831273477e-29
28-05-2024/ASC-US\10370.png,ASC-US,0.0015357398116995205,6.960417016149914e-08,2.1875347636269455e-11,6.819464715542022e-11,2.061535462481916e-21,1.65527650741579e-14,-1.6393952238325019e-21
28-05-2024/ASC-US\10371.png,ASC-US,0.001168621854687054,1.6544593034240838e-09,3.1059069727221586e-11,2.8917569496730638e-12,-1.964961075777879e-23,-1.1718586150457946e-16,-1.9103700424254748e-23
28-05-2024/ASC-US\10372.png,ASC-US,0.0010729237898653215,9.102676141130199e-10,9.188254010322317e-14,2.007824260091832e-12,5.669489248778108e-25,-2.2101408978820347e-17,-6.498384306006509e-25
28-05-2024/ASC-US\10373.png,ASC-US,0.0009813855627068234,4.418747163872696e-10,4.434082928894475e-12,1.4224427823960268e-12,-2.3179192891352166e-25,-2.701600803360738e-17,3.564823085522297e-24
28-05-2024/ASC-US\10374.png,ASC-US,0.0009323393995409246,7.591141882604705e-10,2.6412249076462937e-14,1.7777444784165292e-12,-3.8257589090381447e-25,-1.9286251036774144e-17,-4.5040897183935544e-26
28-05-2024/ASC-US\10925.png,ASC-US,0.0009252410281435098,7.265600655465437e-10,1.478912022110803e-13,1.5455768537540583e-13,-3.431600649299416e-27,-4.107524029721293e-18,2.311387382380248e-26
28-05-2024/ASC-US\10926.png,ASC-US,0.0009368201782051428,1.1471898061277165e-09,1.20668652888232e-12,5.124227786060276e-13,-2.3826018213618157e-25,-1.6773342953053528e-17,-3.2494976294502417e-25
28-05-2024/ASC-US\10927.png,ASC-US,0.0008815568899576443,2.1940000093407564e-09,2.5761227816665484e-12,5.045924751376894e-13,-4.2292690407675835e-25,8.142761015999133e-19,3.9000386504553495e-25
28-05-2024/ASC-US\10991.png,ASC-US,0.000708476017974126,1.6764029567905357e-13,1.8552684966113166e-16,2.3899713649572165e-16,-2.7766763214959624e-32,-2.225842115183161e-23,-4.1972769122052666e-32
28-05-2024/ASC-US\2517.png,ASC-US,0.0006672889285367932,5.610723040902127e-12,6.875279162758341e-17,1.6628262350449068e-15,4.482255103316532e-31,-1.43354525428912e-21,3.3940916716025967e-31
28-05-2024/ASC-US\2518.png,ASC-US,0.000659668791039871,2.115967300860542e-12,3.975186047326768e-15,8.83815655933056e-16,-1.631738520417035e-30,-1.2810435025388685e-21,2.860044806605652e-31
28-05-2024/ASC-US\2519.png,ASC-US,0.0006572198738187729,5.166004717847287e-13,9.222030363834511e-16,7.256486160441957e-17,-1.4063569741277163e-32,4.926976833013387e-23,1.2433481851303878e-32
28-05-2024/ASC-US\2869.png,ASC-US,0.0008275030772068152,8.301526221748923e-09,2.8637012146279507e-12,7.881069366639208e-12,-1.701121168401269e-23,-7.107317812435622e-16,-3.3352800643169547e-23
28-05-2024/ASC-US\2870.png,ASC-US,0.00151489537716904,1.9738703934829385e-08,7.40820676324256e-11,3.242402379442192e-11,1.553253292247061e-21,-1.5645988853947865e-15,3.3572179145911327e-22
28-05-2024/ASC-US\2874.png,ASC-US,0.0006790364001213393,1.4190164677355277e-12,6.981645832614002e-16,1.6403083208436543e-15,-1.5490617148363e-30,4.286884263359651e-22,-8.256572467296192e-31
28-05-2024/ASC-US\2875.png,ASC-US,0.0006800751692064059,9.249292066457818e-14,1.3316288414599272e-15,2.8533740221456067e-15,-5.4270468139600135e-30,4.173466633579879e-22,1.21770968993522e-30
28-05-2024/ASC-US\2898.png,ASC-US,0.0006801826629065483,6.345215087967689e-13,7.283916647916953e-16,9.889707697060259e-16,3.5284451874800145e-31,5.072987594944984e-22,7.6161436971158695e-31
28-05-2024/ASC-US\3018.png,ASC-US,0.0006992930315848901,1.568600416279443e-12,1.548104815918027e-14,1.3831047531534131e-14,1.9386929491325557e-28,7.001223154950069e-21,-5.809671217248922e-29
28-05-2024/ASC-US\3019.png,ASC-US,0.0008506432465213749,6.132841807020266e-09,8.946990809948509e-13,1.5756065924759902e-12,-1.0760957343651149e-24,-1.2335884837947704e-16,1.5302397503259789e-24
28-05-2024/ASC-US\3024.png,ASC-US,0.0006929167932940696,5.362287187306409e-13,8.470255044483509e-16,5.796551069737934e-16,-2.8435353156174867e-31,4.1998166496984466e-22,-2.900228676774808e-31
28-05-2024/ASC-US\3025.png,ASC-US,0.000692142594197022,6.809804152153692e-10,1.0545645695773722e-12,6.614030661173674e-15,5.523752646751799e-28,-1.7257431826277326e-19,1.5324117757561165e-30
28-05-2024/ASC-US\3026.png,ASC-US,0.0008718132474728506,1.9874181581915795e-09,5.327534845555174e-12,9.84054909633674e-12,6.839148544030157e-23,-2.3926684181274943e-16,1.9983428266780857e-23
28-05-2024/ASC-US\3027.png,ASC-US,0.0009226567335821094,2.7941541098599904e-09,2.699984178690771e-11,8.065238452853563e-12,9.809582569303714e-23,4.262097824003121e-16,6.739501123255451e-23
28-05-2024/ASC-US\3028.png,ASC-US,0.0007297729307262102,1.6486771798019808e-09,7.605198430154045e-13,5.498783025920644e-13,-3.553815121729612e-25,-2.223541884643766e-17,-1.2308377505676761e-26
28-05-2024/ASC-US\3029.png,ASC-US,0.0007186352575460518,1.5659261743017269e-12,9.437257985569149e-16,2.572200758614562e-16,1.176643403664166e-31,6.317424017056809e-23,4.707072330800575e-32
28-05-2024/ASC-US\3030.png,ASC-US,0.0007857432878409786,3.3039742944190888e-09,2.9669501614709296e-12,2.442593836747779e-12,-9.13007540451226e-25,-1.3563843825525366e-16,-6.511855373204889e-24
28-05-2024/ASC-US\3159.png,ASC-US,0.00109452252259562,5.0734537723951765e-09,1.104527467963675e-13,7.931132301942175e-12,1.2481698282488065e-24,5.047056936031697e-16,-7.317509310669834e-24
28-05-2024/ASC-US\3160.png,ASC-US,0.0006766642967870364,7.276871887897683e-14,3.1221673538495103e-16,8.394840828358235e-16,-6.67477416188279e-32,-2.2519694975635785e-22,-4.245657622113775e-31
28-05-2024/ASC-US\3161.png,ASC-US,0.0006794838779826059,1.1135255276297916e-12,4.0182283838512404e-16,4.193093594056063e-15,5.4322222131367784e-30,-2.7971996194749315e-21,3.385153112206965e-31
28-05-2024/ASC-US\3162.png,ASC-US,0.0007641879458244675,4.120298101902478e-12,1.5973344866630201e-13,4.730822264770235e-14,3.860306445590161e-27,8.439136923564094e-20,-1.4179049697233442e-27
28-05-2024/ASC-US\3163.png,ASC-US,0.0007077786094232422,6.00392349633528e-11,1.4958947095076352e-13,5.370307434096433e-14,6.1654794600319335e-28,-4.801462674800643e-20,-4.773719536390628e-27
28-05-2024/ASC-US\3164.png,ASC-US,0.0008473612007585609,2.694318591216225e-09,7.240521109054265e-12,3.0148420942771163e-12,-9.988720407708974e-24,-1.291948735860762e-16,9.93153838207767e-24
28-05-2024/ASC-US\3165.png,ASC-US,0.0006990358719490133,3.2252883549891998e-12,3.1749041295818806e-14,1.3283394928376627e-14,-2.5994750166572984e-28,-1.403622803564391e-20,-8.271546507356144e-29
28-05-2024/ASC-US\3166.png,ASC-US,0.0006912936397517157,1.1976271825409498e-12,3.523388367239144e-14,5.634800173586197e-15,-7.938977411026034e-29,-5.599585219654388e-21,9.856828135582366e-31
28-05-2024/ASC-US\3167.png,ASC-US,0.0006763133956552051,2.5375817278952817e-13,5.51035328663376e-16,2.715433097254426e-16,6.403676780823377e-32,2.5111115457384095e-23,8.326086905713864e-32
28-05-2024/ASC-US\3168.png,ASC-US,0.000723793942449691,2.786681219159072e-12,2.5117766887537745e-14,2.651446002471388e-14,1.3379436818242977e-28,-9.692948268169962e-21,-6.710416427453831e-28
28-05-2024/ASC-US\3169.png,ASC-US,0.000766241004388303,1.2544757826849655e-10,5.0855196603925294e-14,1.430970111824726e-14,3.2935677749848517e-28,1.5376894416539232e-19,-2.0134074898233526e-28
28-05-2024/ASC-US\3170.png,ASC-US,0.0007084208762281553,4.443128394643128e-10,8.696564010740738e-14,7.813192733584658e-14,5.6097806644351706e-27,-1.097099592027353e-18,3.163833367081662e-27
28-05-2024/ASC-US\3171.png,ASC-US,0.0006915153720744025,2.600306262875953e-10,2.5423608353730237e-13,5.605933605685764e-14,-6.034504487129301e-27,-8.759673590271524e-19,2.8939165852253162e-27
28-05-2024/ASC-US\3248.png,ASC-US,0.0010408767423948791,2.4801252433777913e-09,3.941747165801477e-12,9.750206235911246e-12,3.0785069441344855e-24,-1.358430026432237e-16,6.036720924329946e-23
28-05-2024/ASC-US\3249.png,ASC-US,0.0009157242839932616,1.0744001823587943e-09,5.969414915682846e-13,2.6564414030075984e-12,3.39887338830184e-25,-8.16616611890473e-17,-3.3278429154595384e-24
28-05-2024/ASC-US\3250.png,ASC-US,0.0008603548470606881,1.2264604105725975e-09,5.931288482731126e-13,8.169586159414028e-13,5.584783738122251e-25,-2.1030665456414123e-17,-1.0727888839485628e-25
28-05-2024/ASC-US\3274.png,ASC-US,0.0007691490103071596,4.6434131192643464e-10,6.069497379187746e-12,4.52402552902485e-13,7.316796271293229e-25,-9.698046233128166e-18,1.6319924404782545e-25
28-05-2024/ASC-US\3275.png,ASC-US,0.0007671134845887082,1.511212353482032e-09,2.8075537170729164e-12,1.4500953255874899e-12,-1.0044475271972333e-24,-5.637145092524306e-17,2.748081478740042e-24
28-05-2024/ASC-US\3276.png,ASC-US,0.0008761840043611238,2.6187911660152024e-09,4.624195534645804e-12,7.893649826621412e-12,-3.475435538707985e-24,-3.5345500086270247e-16,-4.756402635844295e-23
28-05-2024/ASC-US\3336.png,ASC-US,0.0009717301930979398,4.8372808594050336e-09,1.0037519671832706e-11,1.7677328970177273e-11,1.803155109456964e-22,-2.781898235833356e-16,-1.5143677886306103e-22
28-05-2024/ASC-US\3337.png,ASC-US,0.0008483121007668913,1.3126799271187384e-09,3.5165065524889626e-12,7.782194924160023e-12,3.6343192436823765e-23,-1.8467043984935823e-16,1.834491118383322e-23
28-05-2024/ASC-US\3374.png,ASC-US,0.0006706103071516506,6.7338802929072685e-12,4.31814285517842e-15,1.865928929892896e-15,2.0327353231860286e-30,2.9606620357039067e-21,-4.8909283530372476e-30
28-05-2024/ASC-US\3375.png,ASC-US,0.0006714688651213475,9.821418478350829e-13,8.507057365735629e-15,3.6907621857998486e-15,-1.7673044516843906e-29,-1.9787108853640097e-21,1.0740203606311141e-29
28-05-2024/ASC-US\3376.png,ASC-US,0.0006656077707217929,1.5626031166055234e-12,1.836667134853283e-14,2.3058674062853593e-16,-3.641291058890726e-31,-2.120241009955401e-22,-3.04289134328739e-31
28-05-2024/ASC-US\3377.png,ASC-US,0.0006928435419029137,2.8787131258545363e-09,2.671903334494989e-12,3.63605613627689e-13,-9.363950004356255e-26,-1.428021571755694e-17,-3.459411039011376e-25
28-05-2024/ASC-US\3418.png,ASC-US,0.0014596166286076381,3.7806715467562155e-08,1.564571415835511e-11,8.846094134201334e-11,3.133021982528452e-21,-3.684089273779624e-15,-1.0073291530933832e-21
28-05-2024/ASC-US\3419.png,ASC-US,0.0010601061773182056,3.6994749147986948e-09,1.867242469277106e-12,4.1202903409590304e-12,1.1189317269885552e-24,-2.478728330922661e-16,1.1373667914778729e-23
28-05-2024/ASC-US\3439.png,ASC-US,0.0006775045993668544,2.79306749739617e-12,2.2776842805670766e-15,1.2845199509604303e-15,2.1959482519720457e-30,1.0361837911599578e-21,-7.240445075508632e-32
28-05-2024/ASC-US\3440.png,ASC-US,0.0009485139983123874,1.0129370270572698e-09,5.503252483226946e-13,5.473733336348334e-12,7.544701509785456e-24,1.6778717351984177e-16,-5.773412083629503e-24
28-05-2024/ASC-US\3441.png,ASC-US,0.0007004877594709296,7.453674425997022e-12,2.0387167418713864e-14,3.3288812425472338e-15,-1.1837128662435135e-29,3.2267758475684703e-21,2.4737444929090296e-29
28-05-2024/ASC-US\3442.png,ASC-US,0.0006866688831271025,7.887722771388083e-12,1.8903675861432235e-14,1.4949988116792284e-14,1.1037791320940164e-28,-4.091198898625533e-20,2.257888326023109e-28
28-05-2024/ASC-US\3443.png,ASC-US,0.000760323259771475,5.649038866680864e-10,4.5834137885423354e-14,1.240335736592222e-12,-2.217054237075642e-25,-2.8120633657453555e-17,1.95719631890376e-25
28-05-2024/ASC-US\3444.png,ASC-US,0.0006975668125956742,4.496413243640256e-13,1.2518786173072594e-15,2.968623446089573e-15,-5.715525327009051e-30,-2.263792422468413e-22,-2.8982093282898512e-31
