H_Moment_1,H_Moment_2,H_Moment_3,H_Moment_4,H_Moment_5,H_Moment_6,H_Moment_7,S_Moment_1,S_Moment_2,S_Moment_3,S_Moment_4,S_Moment_5,S_Moment_6,S_Moment_7,V_Moment_1,V_Moment_2,V_Moment_3,V_Moment_4,V_Moment_5,V_Moment_6,V_Moment_7,G_Moment_1,G_Moment_2,G_Moment_3,G_Moment_4,G_Moment_5,G_Moment_6,G_Moment_7,cell_path,cell_label
0.0019796,5.08258e-09,3.33106e-11,6.76734e-11,-9.86122e-22,4.76934e-15,-3.0579899999999997e-21,0.00854454,3.94792e-08,1.93055e-09,4.82238e-09,1.16139e-17,-5.51476e-13,-9.0344e-18,0.00070546,7.3007e-12,1.81203e-14,3.14474e-14,-1.08914e-28,-6.64e-20,-7.42745e-28,0.000703846,5.21934e-13,3.04163e-15,1.61886e-15,1.20517e-30,9.441089999999999e-22,3.38407e-30,28-05-2024/ASC-H/9726.png,ASC-H
0.0022606,2.50574e-08,9.51426e-11,2.68934e-12,-3.11487e-23,2.44935e-16,-2.96709e-23,0.00975822,6.51045e-07,3.78307e-09,2.17298e-09,3.67868e-18,-1.43387e-13,-5.02825e-18,0.000698638,3.72171e-11,5.44057e-14,1.93211e-15,-1.87024e-29,3.97933e-21,6.52905e-30,0.000705223,3.35013e-11,1.75441e-14,1.22904e-15,-1.6696e-30,3.2747499999999998e-21,5.4573900000000004e-30,28-05-2024/ASC-H/9727.png,ASC-H
0.00229774,2.69799e-08,1.61266e-11,6.66245e-12,4.20359e-23,1.0943e-15,5.4792e-23,0.00998469,1.57175e-06,4.29206e-08,5.56042e-10,2.5992e-18,6.77749e-13,7.893070000000001e-19,0.000699777,1.27907e-10,9.92189e-14,7.14364e-15,1.0019700000000001e-28,-7.16131e-20,1.61651e-28,0.000711429,7.275e-10,9.30995e-13,4.50262e-14,-5.63956e-27,-1.0848400000000001e-18,-7.292479999999999e-27,28-05-2024/ASC-H/9728.png,ASC-H
0.00210238,2.95457e-08,2.23904e-11,6.24786e-11,-8.28381e-22,1.07294e-14,2.18508e-21,0.00774224,2.39988e-06,4.8398e-09,2.30232e-08,-2.42998e-16,3.56665e-11,-4.012e-18,0.000708097,5.99425e-10,5.9689e-13,9.48949e-14,-2.09925e-26,-2.13367e-18,-8.32921e-27,0.000731775,5.6146e-10,1.13469e-14,2.11497e-13,9.13227e-27,6.27101e-19,4.8938e-27,28-05-2024/ASC-H/9729.png,ASC-H
0.00180686,4.17164e-08,1.97375e-11,1.52542e-10,1.7220899999999998e-21,3.04207e-14,8.191059999999999e-21,0.00580683,1.64581e-06,2.44981e-09,2.07218e-08,-5.3994e-17,2.48455e-11,1.37414e-16,0.000730535,1.36508e-09,1.2811e-12,6.19485e-13,-4.7925699999999995e-25,-2.24319e-17,2.73633e-25,0.000821033,3.218e-11,4.47091e-12,3.96339e-12,1.39337e-23,2.22753e-17,9.176280000000001e-24,28-05-2024/ASC-H/9730.png,ASC-H
0.00409396,3.09014e-08,1.33551e-10,5.07276e-10,-1.23402e-19,7.81025e-14,-4.69594e-20,0.0121369,1.7872e-07,4.2355e-09,2.14019e-09,6.22082e-18,8.75116e-13,-1.67989e-18,0.000667498,4.29278e-12,2.38129e-16,8.33492e-15,9.33061e-30,3.4992699999999996e-21,7.129140000000001e-30,0.000684744,5.77209e-13,1.12227e-14,1.3257e-15,5.0999900000000005e-30,-2.93295e-22,3.7084399999999997e-31,28-05-2024/ASC-H/9731.png,ASC-H
0.00439201,2.10819e-08,4.48495e-10,2.20442e-10,-3.91282e-20,2.8987e-14,-5.72136e-20,0.0132479,8.89932e-07,9.83772e-09,2.26758e-09,7.05381e-18,-1.32613e-13,-8.05911e-18,0.000659636,3.84567e-12,4.6143e-15,8.06557e-17,-2.18083e-32,-8.897240000000001e-24,-4.4107700000000004e-32,0.000672001,8.76948e-12,2.95196e-15,7.94032e-16,7.3793899999999994e-31,-1.97738e-21,9.66063e-31,28-05-2024/ASC-H/9732.png,ASC-H
0.00180835,2.96327e-09,3.01543e-11,3.70383e-10,-3.4068199999999995e-20,-1.58563e-14,-1.92745e-20,0.00537883,1.43267e-07,1.03398e-09,1.2559e-08,-2.94618e-17,4.7456e-12,-3.43543e-17,0.000729932,1.24085e-09,1.02268e-12,7.24728e-13,-6.23733e-25,-2.55282e-17,1.55279e-26,0.000830319,1.2019e-10,9.90085e-13,1.71379e-12,2.17908e-24,-1.31734e-17,4.84987e-25,28-05-2024/ASC-H/9733.png,ASC-H
0.00162871,4.59002e-09,6.95462e-11,4.6421e-11,2.03802e-21,-2.65944e-15,-1.6743499999999999e-21,0.00454607,7.35279e-07,6.55769e-09,2.49874e-09,9.68891e-18,-1.64819e-12,2.90412e-18,0.000774148,2.0803e-10,9.84731e-13,7.54561e-13,6.26048e-25,7.43142e-18,1.76417e-25,0.000701311,9.18409e-12,4.28312e-15,4.38788e-15,-1.8880400000000002e-29,-1.0187799999999999e-20,2.31909e-30,28-05-2024/ASC-H/9734.png,ASC-H
0.00160458,1.60197e-09,4.90575e-11,3.60194e-11,3.48252e-22,-1.11291e-15,-1.47352e-21,0.00485183,6.58366e-07,8.71697e-09,7.07058e-09,4.86206e-17,-4.6129e-12,-2.67829e-17,0.000758186,4.16523e-10,4.33733e-12,1.09241e-12,2.2870200000000002e-24,8.934620000000001e-18,-6.509900000000001e-25,0.000718794,1.0613e-11,1.01042e-15,8.9537e-14,-5.46601e-28,4.5770299999999995e-20,6.530799999999999e-28,28-05-2024/ASC-H/9735.png,ASC-H
0.00272796,3.65442e-08,3.94445e-10,4.65906e-10,2.8135e-20,-1.62372e-14,-1.97737e-19,0.0113083,5.91879e-08,2.88538e-09,4.0392e-09,-1.07825e-18,-9.81711e-13,1.37471e-17,0.000678327,4.76195e-12,3.64263e-14,4.33485e-14,1.712e-27,5.99528e-21,-1.90208e-28,0.000668285,1.00562e-12,1.41923e-15,1.76985e-15,-9.59347e-31,-1.6849899999999999e-21,2.6358300000000002e-30,28-05-2024/ASC-H/9736.png,ASC-H
0.00324301,5.99632e-08,1.71832e-09,9.90574e-10,1.0335500000000002e-18,-7.08902e-14,7.75862e-19,0.0107462,2.06984e-06,3.71251e-08,1.13664e-08,-1.38764e-16,1.48234e-11,1.87783e-16,0.000672857,5.14041e-11,1.58556e-13,3.70057e-14,1.94982e-27,-1.35072e-19,2.05749e-27,0.000673496,1.72475e-12,1.15017e-15,3.01452e-16,-7.661599999999999e-32,-1.20659e-22,-1.6011699999999998e-31,28-05-2024/ASC-H/9737.png,ASC-H
0.00321963,7.53036e-09,9.95324e-10,1.34856e-09,1.48622e-18,3.7912e-14,-4.818500000000001e-19,0.0121496,5.43933e-08,4.16285e-09,8.63082e-09,2.78039e-17,4.03915e-14,4.3627e-17,0.000669159,1.05827e-11,4.94225e-14,3.33128e-14,1.33578e-27,-7.933259999999999e-20,-2.06823e-28,0.000668892,1.94656e-13,8.1962e-16,1.53213e-15,1.48835e-30,-2.30336e-22,8.55929e-31,28-05-2024/ASC-H/9738.png,ASC-H
0.00279973,6.00054e-08,1.07578e-09,9.46547e-10,9.25703e-19,-1.34955e-13,-2.35366e-19,0.0113681,1.94865e-06,5.24308e-08,1.219e-08,-5.21255e-17,9.24651e-12,-3.03737e-16,0.000676528,1.3549e-10,3.33752e-13,5.81563e-14,5.45758e-27,-1.29835e-19,-5.9884799999999995e-27,0.000668482,1.6334e-12,3.24583e-15,6.90889e-16,6.6870699999999996e-31,-8.58086e-22,7.89457e-31,28-05-2024/ASC-H/9739.png,ASC-H
0.00415274,4.1476e-07,5.88791e-10,2.15052e-09,-9.26997e-19,1.35766e-12,2.2353e-18,0.0119191,4.2173e-07,7.05643e-10,5.39261e-09,1.04823e-17,-1.81443e-12,8.83053e-19,0.000667734,7.62454e-11,5.09147e-14,2.13737e-14,4.1605999999999995e-28,-6.28309e-20,5.69246e-28,0.000712861,7.84934e-11,3.39414e-14,1.54597e-13,-6.10614e-27,-1.2948100000000002e-18,-9.38751e-27,28-05-2024/ASC-H/9740.png,ASC-H
0.00390809,2.9841e-07,4.91555e-10,1.56329e-09,-1.15382e-18,8.01759e-13,7.39389e-19,0.0112574,5.81611e-08,3.69616e-10,1.11921e-09,-7.07335e-19,2.69127e-13,1.3364200000000001e-19,0.000674265,6.49478e-11,3.88297e-14,1.87158e-14,-5.04508e-28,-1.50023e-19,5.4961500000000004e-30,0.000694163,4.92744e-12,4.30314e-14,4.66184e-14,2.0074699999999997e-27,-4.29141e-20,-5.74248e-28,28-05-2024/ASC-H/9741.png,ASC-H
0.00181821,5.23393e-08,1.1476e-10,1.40111e-10,-1.00553e-20,-1.50877e-14,1.46472e-20,0.00567279,3.68489e-07,8.11836e-09,1.07948e-08,8.9883e-17,6.43103e-12,4.61857e-17,0.000731665,2.32637e-10,4.43215e-14,3.26029e-13,-2.6783300000000003e-26,-2.7442e-18,2.86116e-26,0.000846139,3.11068e-10,1.89686e-13,9.01393e-14,-1.17707e-26,-1.3617200000000001e-18,6.129140000000001e-28,28-05-2024/ASC-H/9742.png,ASC-H
0.00174399,5.69158e-09,6.09156e-11,5.29321e-11,-8.32035e-22,-3.7804e-15,2.88823e-21,0.00926088,7.33916e-07,7.89853e-09,2.60803e-10,-2.91772e-19,9.61523e-14,-2.34485e-19,0.000727848,4.26596e-12,1.83905e-14,6.36446e-14,-1.68398e-27,-3.5295699999999995e-20,1.38032e-27,0.00073347,5.37506e-11,1.3203e-14,2.80351e-15,-5.16842e-30,-1.8391599999999998e-20,1.6254500000000002e-29,28-05-2024/ASC-H/9743.png,ASC-H
0.00154615,1.12197e-08,5.48269e-12,2.53722e-11,2.94111e-22,2.17577e-15,-5.52229e-23,0.00765312,1.00879e-06,2.08044e-08,1.86742e-08,-2.48519e-16,1.81265e-11,-2.71516e-16,0.000747867,7.50197e-10,5.90929e-13,2.55739e-13,-9.465170000000001e-26,-6.99339e-18,-3.04118e-26,0.000737975,1.38211e-09,6.79473e-13,2.57154e-14,1.4814799999999998e-27,-5.23121e-19,3.05937e-27,28-05-2024/ASC-H/9744.png,ASC-H
0.00189585,7.31395e-08,1.79041e-10,1.3557e-10,-2.0726399999999997e-20,1.00008e-14,4.06471e-21,0.00989548,1.38636e-06,1.12865e-08,1.64636e-09,-5.0555900000000005e-18,1.92261e-12,-4.980610000000001e-18,0.000710653,2.14885e-10,3.197e-13,1.38106e-13,9.62179e-27,-2.29082e-19,2.7378e-26,0.00072591,1.54568e-10,5.50731e-14,8.31611e-14,5.4268599999999996e-27,-5.79955e-19,-1.4909699999999999e-27,28-05-2024/ASC-H/9745.png,ASC-H
0.0025309,1.66202e-08,8.1065e-10,1.16935e-09,6.92423e-19,-2.96941e-14,9.03733e-19,0.0106482,4.03549e-07,7.17655e-09,1.09824e-08,5.18815e-17,8.58198e-13,8.25502e-17,0.000684794,5.97075e-11,1.21397e-13,1.7005e-13,2.05839e-26,-9.307830000000001e-19,1.3162700000000002e-26,0.000742986,5.23665e-11,5.01118e-14,2.51074e-14,8.57962e-28,5.13e-20,2.38808e-28,28-05-2024/ASC-H/9746.png,ASC-H
0.00214165,1.18964e-08,4.94347e-10,6.19015e-10,2.74868e-19,-5.78944e-14,2.04214e-19,0.0101933,5.63416e-08,5.90927e-09,1.09214e-08,3.19803e-17,1.17094e-12,8.17007e-17,0.000694392,2.30033e-11,1.05378e-13,2.4486e-13,3.2702900000000004e-26,-1.0765e-18,2.1853100000000002e-26,0.000755293,8.64244e-11,2.15017e-14,5.54601e-15,5.3196e-29,-1.0501e-20,-2.89495e-29,28-05-2024/ASC-H/9747.png,ASC-H
0.00181329,1.36171e-08,2.17946e-10,2.35324e-10,4.94693e-20,-2.7295e-14,-1.9824099999999998e-20,0.00874879,6.69931e-07,6.23685e-09,1.93683e-08,-3.75331e-17,1.48851e-11,2.09538e-16,0.000712226,1.64337e-10,1.16535e-14,3.62103e-13,2.13471e-26,-4.3359800000000004e-18,9.87902e-27,0.000787393,7.94925e-10,4.12368e-13,4.31111e-13,-1.5274000000000002e-25,-1.0277e-17,9.85463e-26,28-05-2024/ASC-H/9748.png,ASC-H
0.00345495,1.67977e-07,1.94261e-10,8.4061e-10,3.32087e-19,1.61845e-13,-7.147789999999999e-20,0.0105964,3.49501e-06,2.0924e-09,1.8668e-08,4.52393e-17,2.58155e-11,-1.07545e-16,0.000677615,1.20199e-10,4.50624e-14,1.60152e-14,2.60113e-28,-1.129e-19,-3.427e-28,0.000683849,6.33389e-12,5.57229e-16,1.24561e-15,4.58148e-31,1.42882e-21,9.31128e-31,28-05-2024/ASC-H/9749.png,ASC-H
0.00404036,2.4459e-07,9.93049e-10,1.2467e-10,-4.7850000000000004e-21,1.86087e-14,4.36041e-20,0.0122223,9.45846e-08,1.31206e-08,2.01402e-09,-5.75374e-18,-5.78666e-13,-8.6071e-18,0.000670103,9.26683e-12,3.12712e-14,3.55179e-15,1.67692e-29,5.47827e-21,3.3465700000000004e-29,0.000677786,2.14763e-12,7.2989e-15,1.31258e-14,7.1741e-29,1.5583599999999998e-20,-1.06579e-28,28-05-2024/ASC-H/9750.png,ASC-H
0.00204423,2.0085e-08,2.80357e-10,5.12288e-10,2.7347899999999996e-20,-5.70307e-14,-1.9220900000000001e-19,0.00557935,1.01487e-06,8.17496e-10,2.99976e-08,-1.38586e-16,2.8302e-11,-5.34886e-17,0.000717276,1.22508e-09,1.56262e-12,7.76359e-13,-4.36452e-25,-2.36342e-17,-7.35335e-25,0.000676963,1.34482e-13,9.41143e-15,6.50042e-15,4.33131e-29,2.0135199999999998e-21,2.66288e-29,28-05-2024/ASC-H/9751.png,ASC-H
0.00164599,3.07245e-08,8.8069e-11,8.77489e-11,-7.45988e-21,-1.27196e-14,-1.96325e-21,0.00770755,7.68781e-07,1.27958e-08,2.72545e-08,-4.3014e-16,1.88523e-11,-2.7208e-16,0.000728923,2.45578e-10,7.29905e-13,5.52007e-13,-2.71272e-25,-8.032860000000001e-18,-2.21774e-25,0.000775193,1.329e-09,1.1769e-12,6.81404e-14,1.32278e-26,2.06024e-18,1.40491e-26,28-05-2024/ASC-H/9752.png,ASC-H
0.00153154,6.13035e-12,1.2353e-11,2.9839e-11,2.37414e-22,4.1319e-17,5.21366e-22,0.00696007,4.41432e-07,7.31966e-09,1.85129e-08,-1.71733e-16,1.20275e-11,1.30192e-16,0.000763663,8.57332e-11,2.36473e-13,4.5313e-13,-8.00812e-26,-3.82372e-18,1.24854e-25,0.000725501,9.0371e-11,2.18979e-13,3.16683e-14,2.18388e-27,1.43654e-19,-1.4782899999999999e-27,28-05-2024/ASC-H/9753.png,ASC-H
0.00162559,9.88088e-08,2.30172e-11,3.01835e-12,-7.55738e-24,-6.55794e-16,-2.39963e-23,0.00712722,6.21035e-06,5.90672e-09,9.39149e-09,4.07937e-17,2.34011e-11,-5.68207e-17,0.00074436,2.4207e-09,1.08673e-13,9.37205e-15,-1.03545e-28,2.21186e-19,-2.80602e-28,0.000777857,5.04105e-10,9.57245e-13,9.9508e-13,8.978689999999999e-25,-2.9537300000000003e-18,3.70157e-25,28-05-2024/ASC-H/9754.png,ASC-H
0.00128919,7.09772e-09,1.48899e-12,3.18981e-13,2.19778e-25,2.6482600000000003e-18,4.9449e-27,0.00317872,2.66439e-07,2.45646e-10,3.42466e-10,8.00692e-20,1.76586e-13,-5.87824e-20,0.00083565,5.31643e-10,8.79402e-15,3.50054e-13,-1.06264e-27,-6.703350000000001e-18,-1.9393e-26,0.000762082,1.86841e-10,1.007e-13,3.00579e-13,-3.50036e-26,-4.1067e-18,-3.88514e-26,28-05-2024/ASC-H/9755.png,ASC-H
0.00138129,5.31447e-08,1.29858e-10,7.1617e-12,-1.86784e-22,-1.57622e-15,-1.13188e-22,0.00471276,2.61153e-06,1.48797e-11,1.85185e-10,-2.7319599999999998e-21,2.58857e-13,-9.329059999999999e-21,0.000784501,2.09892e-09,7.92446e-14,1.77887e-13,-1.26145e-26,2.79779e-18,-1.69394e-26,0.000812368,1.67191e-09,4.43901e-13,1.39988e-12,-1.0592200000000002e-24,-5.6982e-17,3.0952e-25,28-05-2024/ASC-H/9756.png,ASC-H
0.0022441,6.30037e-08,3.64368e-11,2.44158e-10,-1.3224499999999999e-20,-2.33988e-14,-1.8853299999999998e-20,0.00782732,1.17573e-06,1.77959e-10,1.39378e-08,-1.66881e-17,1.29043e-11,1.426e-17,0.000708486,9.75023e-11,1.14115e-14,1.40453e-13,-2.8511699999999998e-27,-1.4247000000000002e-19,4.8465199999999995e-27,0.000719671,4.08932e-10,4.21597e-13,2.31348e-13,5.46323e-26,4.6404e-18,4.72823e-26,28-05-2024/ASC-H/9757.png,ASC-H
0.0017416,4.11056e-08,1.32942e-10,2.39552e-10,-4.16468e-20,-4.66479e-14,-9.647149999999999e-21,0.00623888,1.3994e-07,3.86096e-09,1.54929e-08,-6.01771e-17,1.27217e-12,1.03618e-16,0.000739889,2.06666e-10,1.76364e-13,8.67113e-13,-2.99217e-25,-5.358870000000001e-18,-1.59541e-25,0.000766301,7.88595e-10,1.36343e-12,1.40261e-12,-1.3695400000000002e-24,-3.55105e-17,1.3735200000000001e-24,28-05-2024/ASC-H/9758.png,ASC-H
0.00288907,1.12021e-07,1.29208e-09,1.61703e-09,-2.10611e-18,5.19947e-13,-1.01364e-18,0.0102054,1.40701e-06,2.93512e-08,7.25677e-09,-1.01545e-16,8.60078e-12,-3.00857e-17,0.000683103,3.4012e-10,4.79585e-13,7.74233e-14,-1.4748700000000002e-26,-1.42165e-18,2.24807e-27,0.000730868,9.77931e-11,4.11137e-13,5.77442e-13,2.74975e-25,-5.54787e-18,-5.957820000000001e-26,28-05-2024/ASC-H/9759.png,ASC-H
0.00146554,7.58864e-08,2.00386e-10,2.89459e-11,-1.12258e-21,-6.43418e-15,1.89729e-21,0.00638344,1.58509e-06,2.05959e-08,6.76943e-09,7.07973e-17,7.60109e-12,-3.71052e-17,0.000752935,1.12509e-09,4.44957e-13,4.22563e-13,1.2002000000000001e-25,2.6003900000000003e-18,1.3845000000000002e-25,0.00069869,2.15198e-10,4.63246e-13,3.07071e-13,1.13157e-25,-3.7307900000000005e-18,-2.46691e-26,28-05-2024/ASC-H/9760.png,ASC-H
0.00275373,3.13225e-08,1.84369e-10,9.23347e-10,-3.14993e-19,1.62014e-13,2.14285e-19,0.010947,7.24614e-07,1.27781e-08,4.48683e-08,-1.03794e-15,2.56281e-11,2.77316e-16,0.000673502,7.36891e-11,1.22101e-13,6.74997e-14,-6.052819999999999e-27,-5.43874e-19,9.5638e-28,0.000666559,1.91363e-12,7.19348e-16,5.28072e-16,-2.12134e-32,5.99487e-22,-3.24776e-31,28-05-2024/ASC-H/9761.png,ASC-H
0.00448674,2.43966e-09,2.05127e-10,8.20374e-11,-9.801609999999999e-21,4.91352e-16,-4.14534e-21,0.0119052,6.64956e-08,3.15384e-09,2.49918e-09,5.618e-18,-6.37892e-13,4.20338e-18,0.00066746,1.17571e-12,2.36586e-15,1.81859e-15,-3.76126e-30,-7.21449e-22,2.8728000000000002e-31,0.000669932,6.43809e-14,4.68155e-17,1.17545e-15,-1.2059699999999999e-31,-1.58626e-22,-2.4797e-31,28-05-2024/ASC-H/9762.png,ASC-H
0.00452289,1.78762e-09,5.32183e-10,3.4221e-11,-4.5614399999999995e-21,-5.52925e-16,-7.21541e-22,0.013287,3.06336e-07,6.6068e-09,3.11454e-09,-4.67604e-18,-1.63378e-12,-1.33319e-17,0.000664727,1.00219e-12,5.91311e-17,1.21384e-15,-6.88425e-32,5.50121e-22,3.1783e-31,0.000670402,4.37058e-13,2.47197e-15,1.66284e-15,1.6297700000000002e-30,3.97471e-22,-2.9511900000000002e-30,28-05-2024/ASC-H/9763.png,ASC-H
0.00414629,8.33677e-09,1.16332e-10,4.11363e-11,2.5275999999999997e-21,8.12198e-17,-1.30736e-21,0.0141841,2.45655e-07,1.16975e-08,1.24805e-08,2.64404e-17,6.14411e-12,1.48461e-16,0.00066097,3.96572e-13,1.45756e-15,1.90169e-15,1.44773e-30,-1.1809499999999999e-21,2.81571e-30,0.000665571,5.79808e-13,1.44624e-16,1.13903e-16,-1.45763e-32,-6.963840000000001e-23,1.11913e-33,28-05-2024/ASC-H/9764.png,ASC-H
0.00460915,1.75601e-08,1.60798e-09,8.70074e-12,9.137429999999999e-22,-8.20845e-16,-4.73497e-22,0.0116565,1.0536e-08,1.65646e-09,1.62383e-09,2.15257e-18,-1.64114e-13,-1.56814e-18,0.000666983,2.02672e-13,1.7741e-14,3.24017e-16,1.54791e-32,3.14275e-23,-7.76704e-31,0.000676184,7.61588e-12,1.82195e-14,9.27055e-16,-9.05348e-31,2.41711e-21,-3.70088e-30,28-05-2024/ASC-H/9765.png,ASC-H
0.00432823,4.98442e-07,5.09344e-10,5.99909e-10,-2.93754e-19,4.18398e-13,1.53871e-19,0.0118828,3.00005e-08,4.08745e-09,1.87063e-09,-5.12081e-18,-2.7172e-13,-7.29995e-19,0.000668552,1.26245e-11,3.18963e-14,1.4321e-15,-4.54923e-30,-4.00287e-21,8.5433e-30,0.000673901,1.21577e-12,1.6221e-16,7.34659e-17,2.81298e-33,6.85467e-23,-7.51036e-33,28-05-2024/ASC-H/9766.png,ASC-H
0.0030244,1.76171e-07,1.74596e-10,1.60959e-09,-2.5553e-19,6.29832e-13,8.1412e-19,0.0107176,7.82466e-07,9.96156e-09,4.9248e-09,-3.44897e-17,4.35575e-12,5.60238e-19,0.000678575,1.77327e-10,1.31625e-13,4.59962e-14,-3.51662e-27,-6.02326e-19,6.648720000000001e-28,0.000677215,1.29411e-12,4.08462e-15,2.06643e-15,3.8714600000000004e-30,-1.0671199999999999e-21,-4.58849e-30,28-05-2024/ASC-H/9767.png,ASC-H
0.00308546,1.6281e-07,1.61653e-10,1.32404e-09,-2.72074e-19,5.33013e-13,-5.48815e-19,0.0109084,6.20298e-07,1.14536e-08,4.84093e-09,1.13385e-17,3.28475e-12,-3.42169e-17,0.000676183,8.2793e-11,2.65654e-14,3.28805e-14,-3.0819100000000003e-28,-2.63701e-19,-9.21612e-28,0.000676105,1.21303e-12,1.81462e-16,4.57846e-16,1.3001599999999999e-31,-3.68266e-22,-2.26204e-32,28-05-2024/ASC-H/9768.png,ASC-H
0.00378651,3.4769e-08,5.77554e-11,4.59328e-12,5.22724e-23,2.30237e-16,-5.35226e-23,0.0126627,6.02796e-07,2.76128e-09,7.18487e-09,3.19739e-17,-4.89467e-12,1.35291e-18,0.000665296,9.32867e-14,2.11465e-15,3.94024e-15,1.03514e-29,5.17916e-22,-4.71269e-30,0.000676605,2.61976e-12,3.00174e-15,1.95018e-15,4.63646e-30,2.87155e-21,8.75781e-31,28-05-2024/ASC-H/9769.png,ASC-H
0.00368185,7.57457e-07,2.59705e-09,2.18631e-10,9.931779999999999e-20,-1.88992e-13,-1.3144e-19,0.00996199,5.96435e-06,5.04358e-08,5.27003e-09,7.90178e-17,-5.1342e-12,3.37384e-17,0.000676648,1.14387e-10,1.98831e-13,2.46638e-14,-5.935750000000001e-28,2.31137e-19,-1.62196e-27,0.000671534,2.99798e-12,2.27265e-17,1.01177e-15,-1.47899e-31,9.75981e-22,-4.0800400000000003e-32,28-05-2024/ASC-H/9770.png,ASC-H
0.00387242,3.23448e-08,1.25777e-09,9.60674e-11,-6.73859e-21,-1.05377e-14,3.2706799999999995e-20,0.0129969,3.91071e-07,6.09729e-08,1.99431e-09,2.38368e-18,-9.19893e-13,2.1862e-17,0.000664431,4.09068e-12,2.53648e-14,7.92748e-16,2.77049e-30,1.4736999999999998e-21,2.22738e-30,0.000680124,5.06302e-12,7.36009e-15,8.37016e-15,-4.9731100000000005e-29,-8.48522e-21,4.29284e-29,28-05-2024/ASC-H/9771.png,ASC-H
0.00326959,5.65535e-08,4.77521e-10,9.38228e-10,4.93484e-19,1.41347e-13,-3.88403e-19,0.0112646,1.43421e-08,2.99846e-08,1.86958e-08,-3.24302e-16,9.29857e-13,3.01284e-16,0.000672964,5.98507e-12,2.0656e-14,3.80531e-14,-1.72678e-28,-4.8910099999999996e-20,1.0528e-27,0.000672513,6.9696e-13,5.73166e-15,7.34628e-15,2.01933e-29,1.04911e-21,4.3181200000000004e-29,28-05-2024/ASC-H/9772.png,ASC-H
0.00348482,6.48761e-08,9.09685e-11,7.92235e-10,-1.41586e-19,1.97469e-13,-1.58702e-19,0.0141482,3.84798e-07,1.44171e-08,5.05825e-08,1.22644e-15,2.2683e-11,6.01419e-16,0.000665585,5.32839e-12,7.96298e-15,1.76103e-14,4.0366900000000003e-29,-4.0622799999999994e-20,2.04595e-28,0.00068031,2.03664e-11,1.65127e-14,4.92681e-14,5.36353e-28,-1.47858e-19,-1.29888e-27,28-05-2024/ASC-H/9773.png,ASC-H
0.00332541,6.92377e-08,8.39689e-10,8.54294e-10,7.04554e-19,6.7315e-14,1.64721e-19,0.011848,3.96694e-07,8.57416e-08,4.43915e-09,3.63885e-17,1.45332e-12,-7.85899e-17,0.000676245,1.68595e-11,9.3968e-14,7.36817e-15,-1.9265500000000001e-28,-2.86044e-20,2.1747600000000002e-29,0.000701701,1.3645e-10,3.57895e-14,4.9025e-14,5.37202e-28,-2.0206100000000001e-19,1.98203e-27,28-05-2024/ASC-H/9774.png,ASC-H
0.00438222,1.35398e-08,1.14559e-10,5.31372e-11,-7.15564e-22,1.79165e-15,-4.08362e-21,0.0128195,1.3784e-06,1.64372e-08,3.16501e-09,-1.39601e-17,-3.59306e-12,1.80624e-17,0.000673464,2.91513e-12,2.15612e-15,1.19011e-14,3.1227400000000003e-29,1.9811399999999998e-20,5.15685e-29,0.000685682,5.11276e-12,1.85511e-15,1.94721e-15,6.37513e-31,1.90959e-21,-3.64555e-30,28-05-2024/ASC-H/9775.png,ASC-H
0.00449761,1.0007e-07,1.01637e-09,5.96804e-11,1.3018099999999999e-20,-1.34782e-14,-6.824589999999999e-21,0.0118818,2.66577e-08,2.06979e-09,7.25022e-10,-5.8371000000000005e-19,7.38402e-14,6.69407e-19,0.00067781,6.11333e-12,6.25539e-15,6.96146e-16,1.00794e-30,9.35957e-22,1.0461400000000001e-30,0.000682665,5.54889e-12,6.16964e-15,2.90765e-15,1.1906100000000001e-29,1.62109e-21,-3.14805e-30,28-05-2024/ASC-H/9776.png,ASC-H
0.00365599,5.24972e-07,7.50002e-10,2.56971e-09,-2.56288e-18,1.83765e-12,2.4816e-18,0.0100764,5.49768e-06,1.81259e-08,2.633e-08,-5.71728e-16,6.15826e-11,6.31905e-17,0.00068051,1.50958e-10,2.14595e-13,1.41111e-14,-7.75329e-28,-1.70821e-19,4.2922600000000004e-29,0.000708983,1.62174e-10,2.8065e-13,2.96773e-13,7.257000000000001e-26,-3.77586e-18,4.5488600000000004e-26,28-05-2024/ASC-H/9777.png,ASC-H
0.00486952,8.47911e-08,2.22753e-10,6.86507e-12,-5.2861900000000003e-23,-1.9934e-15,2.63204e-22,0.0118837,2.63879e-08,1.78294e-09,1.88025e-10,-1.01504e-19,2.9007e-14,3.93537e-20,0.000671917,1.63353e-12,6.38514e-15,8.23099e-15,5.38855e-29,8.07644e-21,-2.56316e-29,0.000686236,5.65306e-13,6.58635e-16,2.40791e-15,3.0054e-30,-1.71575e-21,4.03655e-31,28-05-2024/ASC-H/9778.png,ASC-H
0.00128746,4.94151e-08,2.06532e-12,6.21593e-13,-5.79618e-25,-9.7319e-17,-4.00087e-25,0.00352951,2.62387e-07,2.96489e-10,1.31953e-09,1.5842100000000001e-19,1.76115e-13,-8.09993e-19,0.000853317,1.48334e-09,1.33201e-13,3.78745e-13,-8.25985e-26,7.72949e-18,-2.03551e-26,0.000814381,3.72365e-10,1.31064e-14,1.73049e-12,5.17806e-26,-2.64316e-17,-2.55416e-25,28-05-2024/ASC-H/9779.png,ASC-H
